0.0013360113,0.0666335765
0.0000004951,0.0690406536
0.0033661594,0.0693478292
0.0000281668,0.0720507549
0.0006270633,0.0747537539
0.0010646681,0.0786435045
0.0023150223,0.0792460523
0.0006930826,0.0816470708
0.0000010338,0.0825189036
0.0000644440,0.0833540969
0.0010125001,0.0836877453
0.0001717049,0.0837938431
0.0145288034,0.0839388582
0.0031685481,0.0851957642
0.0000543951,0.0863661888
0.0037296319,0.0885592536
0.0172390429,0.0892419674
0.0094478672,0.0902714124
0.0000039950,0.0905610414
0.0000121097,0.0934177036
0.0121268291,0.0934347270
0.0091435138,0.0937548608
0.0285366323,0.0957003659
0.0017735557,0.0959820962
0.0006117068,0.0963554414
0.0046696460,0.0964716709
0.0293175639,0.0968293124
0.0180860791,0.0970321582
0.0021493806,0.0976513392
0.0000204919,0.0981378251
0.0318147160,0.0983191618
0.0286826910,0.0995415052
0.0206105048,0.0997673483
0.0000000064,0.1002254140
0.0301548903,0.1002706151
0.0108155372,0.1006626164
0.0001735148,0.1008241720
0.0022592515,0.1008690551
0.0005255192,0.1010023445
0.0001950698,0.1010089728
0.0352077646,0.1010805583
0.0267058786,0.1011900059
0.0081754662,0.1013568399
0.0307890222,0.1019128928
0.0368429436,0.1028847021
0.0326511464,0.1038335048
0.0000471641,0.1054825126
0.0009098750,0.1060977529
0.0000003291,0.1065682439
0.0349246640,0.1066967654
0.0353713739,0.1073509227
0.0401913987,0.1074226370
0.0000015728,0.1074494212
0.0286830181,0.1075766207
0.0268916089,0.1077036668
0.0374982509,0.1079540166
0.0003061096,0.1084064520
0.0000056586,0.1084818903
0.0000003176,0.1087714902
0.0009719633,0.1100509398
0.0333254496,0.1102705543
0.0419728756,0.1106298474
0.0035576568,0.1107911542
0.0290890051,0.1108577931
0.0236462382,0.1114475663
0.0055170030,0.1117347685
0.0362688618,0.1118878173
0.0394762787,0.1120174474
0.0000051698,0.1121520452
0.0340155463,0.1121563638
0.0119896676,0.1127294138
0.0471072894,0.1129610978
0.0410617457,0.1131127997
0.0001439428,0.1136218169
0.0365528226,0.1140881784
0.0089106082,0.1150895490
0.0480014061,0.1154798519
0.0436485121,0.1155140465
0.0497708571,0.1157844292
0.0487529936,0.1160106760
0.0454203503,0.1174133584
0.0019468507,0.1180006255
0.0518598303,0.1183670937
0.0217041610,0.1186217400
0.0018094502,0.1189590549
0.0028648311,0.1191525021
0.0010623469,0.1192754410
0.0517800926,0.1193810809
0.0088171142,0.1198955573
0.0480189540,0.1198977883
0.0065663906,0.1200319482
0.0030805130,0.1205247184
0.0007677819,0.1206815777
0.0309909260,0.1213236403
0.0062085343,0.1214548877
0.0263001981,0.1217899047
0.0178171143,0.1219316791
0.0423087750,0.1221460093
0.0008299810,0.1222250698
0.0240802011,0.1231318757
0.0467571927,0.1234476208
0.0015858767,0.1236477977
0.0000000218,0.1237042768
0.0563616494,0.1239108539
0.0340356147,0.1243884491
0.0003700954,0.1244799764
