0.0000000223,0.0000000317
0.0000000861,0.0000002816
0.0000003557,0.0000004794
0.0000000043,0.0000007812
0.0000000711,0.0000008152
0.0000001567,0.0000009457
0.0000001615,0.0000014617
0.0000011421,0.0000016454
0.0000014421,0.0000024121
0.0000030472,0.0000069751
0.0000058352,0.0000073829
0.0000060660,0.0000075521
0.0000078230,0.0000096174
0.0000003740,0.0000099659
0.0000082857,0.0000104454
0.0000033880,0.0000116352
0.0000066689,0.0000134046
0.0000147451,0.0000148542
0.0000089066,0.0000157229
0.0000226532,0.0000228667
0.0000205767,0.0000228667
0.0000048795,0.0000235599
0.0000237600,0.0000245793
0.0000096152,0.0000279577
0.0000214359,0.0000302267
0.0000028921,0.0000311191
0.0000000075,0.0000320190
0.0000399131,0.0000614305
0.0000473276,0.0000712493
0.0000656163,0.0000855792
0.0000316407,0.0000971265
0.0000192783,0.0001014956
0.0000291741,0.0001071939
0.0000989798,0.0001127319
0.0000824592,0.0001225383
0.0000407326,0.0001367744
0.0001192647,0.0001387952
0.0001350873,0.0001657316
0.0001175454,0.0001741942
0.0000777874,0.0001795408
0.0000682599,0.0001913727
0.0000890903,0.0002173021
0.0001326563,0.0002200686
0.0001559372,0.0002307741
0.0002314365,0.0002412033
0.0000365601,0.0002653729
0.0001126277,0.0002842614
0.0002764613,0.0002955237
0.0002040925,0.0003004796
0.0000517572,0.0003021606
0.0003289236,0.0003308207
0.0001360105,0.0003444249
0.0001334472,0.0003467299
0.0003238971,0.0003976979
0.0003093067,0.0004490941
0.0003593750,0.0004536350
0.0001352974,0.0004536350
0.0000991519,0.0004643862
0.0000913201,0.0004660473
0.0000444150,0.0004667549
0.0002119815,0.0004673081
0.0003661665,0.0004817070
0.0000151846,0.0004817070
0.0003309095,0.0005039882
0.0003330824,0.0005508359
0.0004479851,0.0005524152
0.0004816345,0.0005562992
0.0004182045,0.0005614116
0.0001508601,0.0006113315
0.0006354594,0.0006546341
0.0006496692,0.0006716353
0.0001699902,0.0006814400
0.0006603483,0.0006846720
0.0004882801,0.0007023590
0.0003396128,0.0007147758
0.0004803053,0.0007254396
0.0001042438,0.0007391191
0.0006458205,0.0007537666
0.0005871730,0.0007581299
0.0007107570,0.0007841002
0.0007136059,0.0008071264
0.0002156576,0.0008357626
0.0003977242,0.0008673979
0.0001800089,0.0008730056
0.0008893803,0.0009258720
0.0007926952,0.0009534551
0.0002749492,0.0009638292
0.0005257186,0.0009703924
0.0000399842,0.0009737943
0.0008885327,0.0009807525
0.0003188116,0.0010007831
0.0009624593,0.0010009904
0.0005005637,0.0010366732
0.0001951380,0.0010686574
0.0005530887,0.0010997632
0.0008440784,0.0011250948
0.0005397413,0.0011275223
0.0001526228,0.0011928007
0.0001534917,0.0012123192
0.0008776415,0.0012184977
0.0012082490,0.0012373681
0.0000631234,0.0012728643
0.0011054469,0.0012748173
0.0004311511,0.0012830499
0.0012673767,0.0012879385
0.0012853020,0.0013598788
0.0004027194,0.0013618679
0.0012202995,0.0013736413
0.0010469813,0.0013820548
0.0007912030,0.0013906316
0.0006887831,0.0014046477
0.0012763731,0.0014096784
0.0012053700,0.0014166075
0.0009638582,0.0014166899
0.0009377439,0.0014640264
0.0004576425,0.0015309618
0.0010662177,0.0015687400
0.0013353733,0.0016176331
0.0012339737,0.0016420262
0.0013293619,0.0016948229
0.0000347906,0.0017012340
0.0010299406,0.0017051147
0.0014447681,0.0017184837
0.0005623684,0.0017584847
0.0009109427,0.0017652076
0.0011719960,0.0017679343
0.0015706586,0.0017716574
0.0005884555,0.0018112603
0.0014892209,0.0018233260
0.0011340375,0.0018233260
0.0016227329,0.0018435558
0.0017693886,0.0018616654
0.0017789295,0.0018720944
0.0016062630,0.0018745778
0.0000801781,0.0018911096
0.0012850472,0.0019022365
0.0018432129,0.0019906444
0.0014886151,0.0020755463
0.0017185853,0.0021626716
0.0010793934,0.0022187697
0.0007350307,0.0022415789
0.0010220416,0.0022640559
0.0010963599,0.0023410991
0.0018310075,0.0023720446
0.0014973235,0.0023809429
0.0023408793,0.0023961531
0.0001796753,0.0024119680
0.0011953118,0.0024358442
0.0016423840,0.0024591605
0.0020730733,0.0024593169
0.0013672964,0.0024885607
0.0012172533,0.0024981761
0.0014159391,0.0024990638
0.0022852773,0.0025065852
0.0022047225,0.0025065852
0.0024926352,0.0025079502
0.0022397735,0.0025091382
0.0016439735,0.0025103953
0.0017512187,0.0025171866
0.0009473493,0.0025337322
0.0017300288,0.0025393613
0.0023428909,0.0025462507
0.0023064784,0.0025504737
0.0025694462,0.0025834838
0.0014246364,0.0026020113
0.0024141033,0.0026177933
0.0025110136,0.0026511461
0.0021307731,0.0026707064
0.0024614210,0.0027218454
0.0021320129,0.0027310609
0.0022521272,0.0027459029
0.0019433727,0.0027767656
0.0010071682,0.0027767972
0.0023615761,0.0027784655
0.0026407226,0.0028550452
0.0021272616,0.0028624996
0.0023717183,0.0028836355
0.0024007956,0.0028914072
0.0004765337,0.0028963179
0.0023305686,0.0029002331
0.0028667707,0.0029013587
0.0020529198,0.0029187742
0.0028996808,0.0029192779
0.0027663582,0.0029224160
0.0011312587,0.0029264919
0.0003546905,0.0029344523
0.0028081835,0.0029935012
0.0027965676,0.0029965968
0.0024857037,0.0030034234
0.0028637729,0.0030732008
0.0021740632,0.0031061182
0.0028196385,0.0031093808
0.0000172871,0.0032474378
0.0028814490,0.0032673462
0.0026562532,0.0032704850
0.0026193657,0.0032718137
0.0032330599,0.0032846858
0.0026859903,0.0032915173
0.0010324447,0.0033037346
0.0009338071,0.0033571312
0.0019697843,0.0033726577
0.0019664240,0.0034061423
0.0029133735,0.0034659434
0.0012864557,0.0034767270
0.0034761087,0.0034800656
0.0034746745,0.0035039151
0.0035443097,0.0035467022
0.0023648883,0.0035504854
0.0022134875,0.0036064745
0.0028125504,0.0036184935
0.0033446817,0.0036196263
0.0020873168,0.0036496603
0.0035670768,0.0037062578
0.0033413811,0.0037196825
0.0035238078,0.0037272600
0.0024784037,0.0037566050
0.0036402275,0.0037938564
0.0035634476,0.0038105551
0.0033310394,0.0038262196
0.0031105398,0.0038411212
0.0038496769,0.0038599305
0.0037472818,0.0039233321
0.0028429576,0.0039379664
0.0038100478,0.0039414589
0.0038470455,0.0039777422
0.0015204680,0.0039828838
0.0029004455,0.0039875657
0.0018259737,0.0039903793
0.0032231991,0.0040086961
0.0039095748,0.0040259106
0.0027871124,0.0040306087
0.0037348043,0.0040326853
0.0030734022,0.0040334478
0.0021785480,0.0040627154
0.0027747757,0.0040952277
0.0025021224,0.0040972985
0.0039745871,0.0041084701
0.0011756646,0.0043584001
0.0034125216,0.0043742979
0.0026836581,0.0043778650
0.0042108006,0.0044707399
0.0038699365,0.0045434831
0.0019133312,0.0045659227
0.0036996978,0.0045697010
0.0043558044,0.0045834334
0.0045728266,0.0046310569
0.0045156681,0.0046459756
0.0044954153,0.0046459756
0.0019032401,0.0047042346
0.0045836221,0.0047109993
0.0038350800,0.0047192005
0.0039129555,0.0047277098
0.0040134880,0.0047592159
0.0027231010,0.0048031959
0.0030876633,0.0048218188
0.0044890872,0.0048385686
0.0032950477,0.0048542044
0.0041508683,0.0048572492
0.0047131837,0.0049150835
0.0046303251,0.0049150835
0.0037178448,0.0049210427
0.0046059262,0.0049429400
0.0019979931,0.0049491528
0.0047487182,0.0049771424
0.0044220737,0.0049809350
0.0040542528,0.0050228062
0.0049040048,0.0050349109
0.0050482077,0.0050741921
0.0025832600,0.0050937098
0.0050790872,0.0051264001
0.0045534039,0.0051486580
0.0027652911,0.0051567633
0.0045295409,0.0051961063
0.0027914980,0.0052107726
0.0048992613,0.0052422629
0.0051384775,0.0052557004
0.0048715522,0.0052801306
0.0041737899,0.0053076829
0.0035974361,0.0053615909
